Datum,Warengruppe,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,id,Umsatz,Wochentag,Monat,IstWochenende,Feiertag,Ferienzeit
2015-01-30,1,7.0,1.125,6.0,-1,0.0,1501301,100.75421525386,4,1,0,0,0
2015-01-30,2,7.0,1.125,6.0,-1,0.0,1501302,315.018937970584,4,1,0,0,0
2015-01-30,3,7.0,1.125,6.0,-1,0.0,1501303,159.093345754654,4,1,0,0,0
2015-01-30,4,7.0,1.125,6.0,-1,0.0,1501304,67.652941573495,4,1,0,0,0
2015-01-30,5,7.0,1.125,6.0,-1,0.0,1501305,301.211380864112,4,1,0,0,0
2015-01-30,6,7.0,1.125,6.0,-1,0.0,1501306,0.0,4,1,0,0,0
2015-01-31,1,7.0,-2.375,7.0,49,0.0,1501311,129.039421255357,5,1,1,0,0
2015-01-31,2,7.0,-2.375,7.0,49,0.0,1501312,433.183884520481,5,1,1,0,0
2015-01-31,3,7.0,-2.375,7.0,49,0.0,1501313,168.031157476338,5,1,1,0,0
2015-01-31,4,7.0,-2.375,7.0,49,0.0,1501314,66.4961056765624,5,1,1,0,0
2015-01-31,5,7.0,-2.375,7.0,49,0.0,1501315,442.294446547651,5,1,1,0,0
2015-01-31,6,7.0,-2.375,7.0,49,0.0,1501316,0.0,5,1,1,0,0
2015-02-01,1,7.0,-0.25,9.0,75,0.0,1502011,92.189837282486,6,2,1,0,0
2015-02-01,2,7.0,-0.25,9.0,75,0.0,1502012,633.309542257817,6,2,1,0,0
2015-02-01,3,7.0,-0.25,9.0,75,0.0,1502013,187.804159224486,6,2,1,0,0
2015-02-01,4,7.0,-0.25,9.0,75,0.0,1502014,214.869292194541,6,2,1,0,0
2015-02-01,5,7.0,-0.25,9.0,75,0.0,1502015,388.585353237256,6,2,1,0,0
2015-02-01,6,7.0,-0.25,9.0,75,0.0,1502016,0.0,6,2,1,0,0
2015-02-02,1,6.0,1.0,10.0,22,0.0,1502021,159.254353701805,0,2,0,0,0
2015-02-02,2,6.0,1.0,10.0,22,0.0,1502022,338.327210161774,0,2,0,0,0
2015-02-02,3,6.0,1.0,10.0,22,0.0,1502023,117.759219302661,0,2,0,0,0
2015-02-02,4,6.0,1.0,10.0,22,0.0,1502024,123.697766488052,0,2,0,0,0
2015-02-02,5,6.0,1.0,10.0,22,0.0,1502025,317.407641410708,0,2,0,0,0
2015-02-02,6,6.0,1.0,10.0,22,0.0,1502026,0.0,0,2,0,0,0
2015-02-03,1,7.0,-1.0,10.0,77,0.0,1502031,112.095171542871,1,2,0,0,0
2015-02-03,2,7.0,-1.0,10.0,77,0.0,1502032,258.959088520931,1,2,0,0,0
2015-02-03,3,7.0,-1.0,10.0,77,0.0,1502033,117.984827108186,1,2,0,0,0
2015-02-03,4,7.0,-1.0,10.0,77,0.0,1502034,104.342988837394,1,2,0,0,0
2015-02-03,5,7.0,-1.0,10.0,77,0.0,1502035,289.847839834235,1,2,0,0,0
2015-02-03,6,7.0,-1.0,10.0,77,0.0,1502036,0.0,1,2,0,0,0
2015-02-04,1,6.0,-1.875,9.0,0,0.0,1502041,111.66941350432,2,2,0,0,0
2015-02-04,2,6.0,-1.875,9.0,0,0.0,1502042,255.937860472559,2,2,0,0,0
2015-02-04,3,6.0,-1.875,9.0,0,0.0,1502043,92.2056862044036,2,2,0,0,0
2015-02-04,4,6.0,-1.875,9.0,0,0.0,1502044,127.095636994155,2,2,0,0,0
2015-02-04,5,6.0,-1.875,9.0,0,0.0,1502045,294.315633387072,2,2,0,0,0
2015-02-04,6,6.0,-1.875,9.0,0,0.0,1502046,0.0,2,2,0,0,0
2015-02-05,1,5.0,0.75,10.0,22,0.0,1502051,133.827962608871,3,2,0,0,0
2015-02-05,2,5.0,0.75,10.0,22,0.0,1502052,277.511618112389,3,2,0,0,0
2015-02-05,3,5.0,0.75,10.0,22,0.0,1502053,78.9008139226001,3,2,0,0,0
2015-02-05,4,5.0,0.75,10.0,22,0.0,1502054,106.882617972076,3,2,0,0,0
2015-02-05,5,5.0,0.75,10.0,22,0.0,1502055,297.882645346675,3,2,0,0,0
2015-02-05,6,5.0,0.75,10.0,22,0.0,1502056,0.0,3,2,0,0,0
2015-02-06,1,2.0,-0.5,6.0,22,0.0,1502061,136.337106368056,4,2,0,0,0
2015-02-06,2,2.0,-0.5,6.0,22,0.0,1502062,312.249043728816,4,2,0,0,0
2015-02-06,3,2.0,-0.5,6.0,22,0.0,1502063,115.704976585312,4,2,0,0,0
2015-02-06,4,2.0,-0.5,6.0,22,0.0,1502064,219.523814146721,4,2,0,0,0
2015-02-06,5,2.0,-0.5,6.0,22,0.0,1502065,385.500566451671,4,2,0,0,0
2015-02-06,6,2.0,-0.5,6.0,22,0.0,1502066,0.0,4,2,0,0,0
2015-02-07,1,7.0,4.125,18.0,20,0.0,1502071,130.642229801113,5,2,1,0,0
2015-02-07,2,7.0,4.125,18.0,20,0.0,1502072,381.572014473511,5,2,1,0,0
2015-02-07,3,7.0,4.125,18.0,20,0.0,1502073,140.836707362583,5,2,1,0,0
2015-02-07,4,7.0,4.125,18.0,20,0.0,1502074,136.049442310194,5,2,1,0,0
2015-02-07,5,7.0,4.125,18.0,20,0.0,1502075,349.157579410765,5,2,1,0,0
2015-02-07,6,7.0,4.125,18.0,20,0.0,1502076,0.0,5,2,1,0,0
2015-02-08,1,1.0,3.375,14.0,-1,0.0,1502081,62.750062992056,6,2,1,0,0
2015-02-08,2,1.0,3.375,14.0,-1,0.0,1502082,531.337730533032,6,2,1,0,0
2015-02-08,3,1.0,3.375,14.0,-1,0.0,1502083,178.816699756959,6,2,1,0,0
2015-02-08,4,1.0,3.375,14.0,-1,0.0,1502084,256.535701898324,6,2,1,0,0
2015-02-08,5,1.0,3.375,14.0,-1,0.0,1502085,470.166189255824,6,2,1,0,0
2015-02-08,6,1.0,3.375,14.0,-1,0.0,1502086,0.0,6,2,1,0,0
2015-02-09,1,7.0,6.875,13.0,61,0.0,1502091,112.747460478504,0,2,0,0,0
2015-02-09,2,7.0,6.875,13.0,61,0.0,1502092,281.177822022831,0,2,0,0,0
2015-02-09,3,7.0,6.875,13.0,61,0.0,1502093,79.404680687591,0,2,0,0,0
2015-02-09,4,7.0,6.875,13.0,61,0.0,1502094,121.963218496309,0,2,0,0,0
2015-02-09,5,7.0,6.875,13.0,61,0.0,1502095,258.736139221055,0,2,0,0,0
2015-02-09,6,7.0,6.875,13.0,61,0.0,1502096,0.0,0,2,0,0,0
2015-02-10,1,7.0,7.625,11.0,-1,0.0,1502101,94.7581535487495,1,2,0,0,0
2015-02-10,2,7.0,7.625,11.0,-1,0.0,1502102,266.498461599989,1,2,0,0,0
2015-02-10,3,7.0,7.625,11.0,-1,0.0,1502103,103.738973554113,1,2,0,0,0
2015-02-10,4,7.0,7.625,11.0,-1,0.0,1502104,124.082529993763,1,2,0,0,0
2015-02-10,5,7.0,7.625,11.0,-1,0.0,1502105,259.000724136407,1,2,0,0,0
2015-02-10,6,7.0,7.625,11.0,-1,0.0,1502106,0.0,1,2,0,0,0
2015-02-11,1,8.0,4.0,5.0,-1,0.0,1502111,94.7022920091949,2,2,0,0,0
2015-02-11,2,8.0,4.0,5.0,-1,0.0,1502112,283.832157618276,2,2,0,0,0
2015-02-11,3,8.0,4.0,5.0,-1,0.0,1502113,99.6609741429996,2,2,0,0,0
2015-02-11,4,8.0,4.0,5.0,-1,0.0,1502114,133.991008009117,2,2,0,0,0
2015-02-11,5,8.0,4.0,5.0,-1,0.0,1502115,275.502444506022,2,2,0,0,0
2015-02-11,6,8.0,4.0,5.0,-1,0.0,1502116,0.0,2,2,0,0,0
2015-02-12,1,8.0,2.0,4.0,10,0.0,1502121,99.5801689919554,3,2,0,0,0
2015-02-12,2,8.0,2.0,4.0,10,0.0,1502122,245.235034353123,3,2,0,0,0
2015-02-12,3,8.0,2.0,4.0,10,0.0,1502123,80.5417984183017,3,2,0,0,0
2015-02-12,4,8.0,2.0,4.0,10,0.0,1502124,105.109162581464,3,2,0,0,0
2015-02-12,5,8.0,2.0,4.0,10,0.0,1502125,259.722071852511,3,2,0,0,0
2015-02-12,6,8.0,2.0,4.0,10,0.0,1502126,0.0,3,2,0,0,0
2015-02-13,1,8.0,1.25,6.0,10,0.0,1502131,91.3547288868634,4,2,0,0,0
2015-02-13,2,8.0,1.25,6.0,10,0.0,1502132,250.608335314639,4,2,0,0,0
2015-02-13,3,8.0,1.25,6.0,10,0.0,1502133,106.163072731659,4,2,0,0,0
2015-02-13,4,8.0,1.25,6.0,10,0.0,1502134,164.114000189702,4,2,0,0,0
2015-02-13,5,8.0,1.25,6.0,10,0.0,1502135,315.198418349884,4,2,0,0,0
2015-02-13,6,8.0,1.25,6.0,10,0.0,1502136,0.0,4,2,0,0,0
2015-02-14,1,7.0,1.625,9.0,28,0.0,1502141,62.2346006049711,5,2,1,0,0
2015-02-14,2,7.0,1.625,9.0,28,0.0,1502142,417.742376983156,5,2,1,0,0
2015-02-14,3,7.0,1.625,9.0,28,0.0,1502143,143.371302913962,5,2,1,0,0
2015-02-14,4,7.0,1.625,9.0,28,0.0,1502144,190.148450615832,5,2,1,0,0
2015-02-14,5,7.0,1.625,9.0,28,0.0,1502145,394.074973494992,5,2,1,0,0
2015-02-14,6,7.0,1.625,9.0,28,0.0,1502146,0.0,5,2,1,0,0
2015-02-15,1,7.0,3.125,16.0,10,0.0,1502151,96.7929953706798,6,2,1,0,0
2015-02-15,2,7.0,3.125,16.0,10,0.0,1502152,481.860668097093,6,2,1,0,0
2015-02-15,3,7.0,3.125,16.0,10,0.0,1502153,173.243830006668,6,2,1,0,0
2015-02-15,4,7.0,3.125,16.0,10,0.0,1502154,197.39238538863,6,2,1,0,0
2015-02-15,5,7.0,3.125,16.0,10,0.0,1502155,360.747312180387,6,2,1,0,0
2015-02-15,6,7.0,3.125,16.0,10,0.0,1502156,0.0,6,2,1,0,0
2015-02-16,1,8.0,2.0,9.0,10,0.0,1502161,118.255475071685,0,2,0,0,0
2015-02-16,2,8.0,2.0,9.0,10,0.0,1502162,286.888417666815,0,2,0,0,0
2015-02-16,3,8.0,2.0,9.0,10,0.0,1502163,126.326268412728,0,2,0,0,0
2015-02-16,4,8.0,2.0,9.0,10,0.0,1502164,97.6035128733651,0,2,0,0,0
2015-02-16,5,8.0,2.0,9.0,10,0.0,1502165,285.836214390694,0,2,0,0,0
2015-02-16,6,8.0,2.0,9.0,10,0.0,1502166,0.0,0,2,0,0,0
2015-02-17,1,6.0,1.125,7.0,45,0.0,1502171,118.509639861913,1,2,0,0,0
2015-02-17,2,6.0,1.125,7.0,45,0.0,1502172,262.907455009083,1,2,0,0,0
2015-02-17,3,6.0,1.125,7.0,45,0.0,1502173,113.350935013155,1,2,0,0,0
2015-02-17,4,6.0,1.125,7.0,45,0.0,1502174,136.83107870616,1,2,0,0,0
2015-02-17,5,6.0,1.125,7.0,45,0.0,1502175,305.542955060461,1,2,0,0,0
2015-02-17,6,6.0,1.125,7.0,45,0.0,1502176,0.0,1,2,0,0,0
2015-02-18,1,3.0,5.5,12.0,10,0.0,1502181,123.267817249283,2,2,0,0,0
2015-02-18,2,3.0,5.5,12.0,10,0.0,1502182,248.327220948223,2,2,0,0,0
2015-02-18,3,3.0,5.5,12.0,10,0.0,1502183,81.7131255419403,2,2,0,0,0
2015-02-18,4,3.0,5.5,12.0,10,0.0,1502184,98.7240235777811,2,2,0,0,0
2015-02-18,5,3.0,5.5,12.0,10,0.0,1502185,276.652206222818,2,2,0,0,0
2015-02-18,6,3.0,5.5,12.0,10,0.0,1502186,0.0,2,2,0,0,0
2015-02-19,1,0.0,6.25,13.0,5,0.0,1502191,123.69090336092,3,2,0,0,0
2015-02-19,2,0.0,6.25,13.0,5,0.0,1502192,284.788201346631,3,2,0,0,0
2015-02-19,3,0.0,6.25,13.0,5,0.0,1502193,96.8477619511367,3,2,0,0,0
2015-02-19,4,0.0,6.25,13.0,5,0.0,1502194,144.886196208494,3,2,0,0,0
2015-02-19,5,0.0,6.25,13.0,5,0.0,1502195,321.730863755787,3,2,0,0,0
2015-02-19,6,0.0,6.25,13.0,5,0.0,1502196,0.0,3,2,0,0,0
2015-02-20,1,8.0,3.875,11.0,71,0.0,1502201,117.287703917599,4,2,0,0,0
2015-02-20,2,8.0,3.875,11.0,71,0.0,1502202,313.931874526489,4,2,0,0,0
2015-02-20,3,8.0,3.875,11.0,71,0.0,1502203,106.086454562447,4,2,0,0,0
2015-02-20,4,8.0,3.875,11.0,71,0.0,1502204,138.979259617537,4,2,0,0,0
2015-02-20,5,8.0,3.875,11.0,71,0.0,1502205,265.719910475798,4,2,0,0,0
2015-02-20,6,8.0,3.875,11.0,71,0.0,1502206,0.0,4,2,0,0,0
2015-02-21,1,7.0,3.875,16.0,61,0.0,1502211,107.174143505865,5,2,1,0,0
2015-02-21,2,7.0,3.875,16.0,61,0.0,1502212,389.388938515412,5,2,1,0,0
2015-02-21,3,7.0,3.875,16.0,61,0.0,1502213,124.81765406962,5,2,1,0,0
2015-02-21,4,7.0,3.875,16.0,61,0.0,1502214,111.305294286303,5,2,1,0,0
2015-02-21,5,7.0,3.875,16.0,61,0.0,1502215,276.812334391166,5,2,1,0,0
2015-02-21,6,7.0,3.875,16.0,61,0.0,1502216,0.0,5,2,1,0,0
2015-02-22,1,5.0,5.25,13.0,0,0.0,1502221,70.4631468349699,6,2,1,0,0
2015-02-22,2,5.0,5.25,13.0,0,0.0,1502222,560.280256054484,6,2,1,0,0
2015-02-22,3,5.0,5.25,13.0,0,0.0,1502223,189.394297054986,6,2,1,0,0
2015-02-22,4,5.0,5.25,13.0,0,0.0,1502224,329.636553747233,6,2,1,0,0
2015-02-22,5,5.0,5.25,13.0,0,0.0,1502225,465.661982102677,6,2,1,0,0
2015-02-22,6,5.0,5.25,13.0,0,0.0,1502226,0.0,6,2,1,0,0
2015-02-23,1,7.0,4.5,12.0,61,0.0,1502231,66.8925102653853,0,2,0,0,0
2015-02-23,2,7.0,4.5,12.0,61,0.0,1502232,222.509783508774,0,2,0,0,0
2015-02-23,3,7.0,4.5,12.0,61,0.0,1502233,94.7593504073171,0,2,0,0,0
2015-02-23,4,7.0,4.5,12.0,61,0.0,1502234,65.2802336107391,0,2,0,0,0
2015-02-23,5,7.0,4.5,12.0,61,0.0,1502235,209.048085196786,0,2,0,0,0
2015-02-23,6,7.0,4.5,12.0,61,0.0,1502236,0.0,0,2,0,0,0
2015-02-24,1,7.0,5.625,12.0,61,0.0,1502241,105.730056008902,1,2,0,0,0
2015-02-24,2,7.0,5.625,12.0,61,0.0,1502242,243.882700841609,1,2,0,0,0
2015-02-24,3,7.0,5.625,12.0,61,0.0,1502243,81.9621637813295,1,2,0,0,0
2015-02-24,4,7.0,5.625,12.0,61,0.0,1502244,85.4723306797636,1,2,0,0,0
2015-02-24,5,7.0,5.625,12.0,61,0.0,1502245,235.546367715921,1,2,0,0,0
2015-02-24,6,7.0,5.625,12.0,61,0.0,1502246,0.0,1,2,0,0,0
2015-02-25,1,5.0,5.875,10.0,-1,0.0,1502251,81.6177684403834,2,2,0,0,0
2015-02-25,2,5.0,5.875,10.0,-1,0.0,1502252,247.265053559437,2,2,0,0,0
2015-02-25,3,5.0,5.875,10.0,-1,0.0,1502253,104.962981551613,2,2,0,0,0
2015-02-25,4,5.0,5.875,10.0,-1,0.0,1502254,66.5001800170103,2,2,0,0,0
2015-02-25,5,5.0,5.875,10.0,-1,0.0,1502255,248.748539126529,2,2,0,0,0
2015-02-25,6,5.0,5.875,10.0,-1,0.0,1502256,0.0,2,2,0,0,0
2015-02-26,1,5.0,6.625,10.0,0,0.0,1502261,104.017958777385,3,2,0,0,0
2015-02-26,2,5.0,6.625,10.0,0,0.0,1502262,245.520846652551,3,2,0,0,0
2015-02-26,3,5.0,6.625,10.0,0,0.0,1502263,61.8286141075604,3,2,0,0,0
2015-02-26,4,5.0,6.625,10.0,0,0.0,1502264,53.8573258596081,3,2,0,0,0
2015-02-26,5,5.0,6.625,10.0,0,0.0,1502265,203.846174479151,3,2,0,0,0
2015-02-26,6,5.0,6.625,10.0,0,0.0,1502266,0.0,3,2,0,0,0
2015-02-27,1,7.0,4.5,9.0,61,0.0,1502271,101.514216092369,4,2,0,0,0
2015-02-27,2,7.0,4.5,9.0,61,0.0,1502272,268.705012903315,4,2,0,0,0
2015-02-27,3,7.0,4.5,9.0,61,0.0,1502273,107.787737695716,4,2,0,0,0
2015-02-27,4,7.0,4.5,9.0,61,0.0,1502274,90.6234358309477,4,2,0,0,0
2015-02-27,5,7.0,4.5,9.0,61,0.0,1502275,212.664119358187,4,2,0,0,0
2015-02-27,6,7.0,4.5,9.0,61,0.0,1502276,0.0,4,2,0,0,0
2015-02-28,1,3.0,5.625,10.0,0,0.0,1502281,99.5688944630867,5,2,1,0,0
2015-02-28,2,3.0,5.625,10.0,0,0.0,1502282,343.067931178869,5,2,1,0,0
2015-02-28,3,3.0,5.625,10.0,0,0.0,1502283,131.146672361349,5,2,1,0,0
2015-02-28,4,3.0,5.625,10.0,0,0.0,1502284,66.7494991172986,5,2,1,0,0
2015-02-28,5,3.0,5.625,10.0,0,0.0,1502285,298.020877734513,5,2,1,0,0
2015-02-28,6,3.0,5.625,10.0,0,0.0,1502286,0.0,5,2,1,0,0
2015-03-01,1,7.0,6.75,15.0,61,0.0,1503011,45.7343245346269,6,3,1,0,0
2015-03-01,2,7.0,6.75,15.0,61,0.0,1503012,435.076835491745,6,3,1,0,0
2015-03-01,3,7.0,6.75,15.0,61,0.0,1503013,174.178021471163,6,3,1,0,0
2015-03-01,4,7.0,6.75,15.0,61,0.0,1503014,115.774341903804,6,3,1,0,0
2015-03-01,5,7.0,6.75,15.0,61,0.0,1503015,288.61976876178,6,3,1,0,0
2015-03-01,6,7.0,6.75,15.0,61,0.0,1503016,0.0,6,3,1,0,0
2015-03-02,1,6.0,5.125,23.0,61,0.0,1503021,104.963808490064,0,3,0,0,0
2015-03-02,2,6.0,5.125,23.0,61,0.0,1503022,254.485164508834,0,3,0,0,0
2015-03-02,3,6.0,5.125,23.0,61,0.0,1503023,82.7182341803118,0,3,0,0,0
2015-03-02,4,6.0,5.125,23.0,61,0.0,1503024,71.9084682586098,0,3,0,0,0
2015-03-02,5,6.0,5.125,23.0,61,0.0,1503025,186.087523297592,0,3,0,0,0
2015-03-02,6,6.0,5.125,23.0,61,0.0,1503026,0.0,0,3,0,0,0
2015-03-03,1,6.0,5.0,14.0,61,0.0,1503031,96.3163361056603,1,3,0,0,0
2015-03-03,2,6.0,5.0,14.0,61,0.0,1503032,270.361598110118,1,3,0,0,0
2015-03-03,3,6.0,5.0,14.0,61,0.0,1503033,77.4418733695842,1,3,0,0,0
2015-03-03,4,6.0,5.0,14.0,61,0.0,1503034,46.549832303522,1,3,0,0,0
2015-03-03,5,6.0,5.0,14.0,61,0.0,1503035,233.360645977411,1,3,0,0,0
2015-03-03,6,6.0,5.0,14.0,61,0.0,1503036,0.0,1,3,0,0,0
2015-03-04,1,6.0,5.0,18.0,61,0.0,1503041,76.5028628068188,2,3,0,0,0
2015-03-04,2,6.0,5.0,18.0,61,0.0,1503042,246.332586657334,2,3,0,0,0
2015-03-04,3,6.0,5.0,18.0,61,0.0,1503043,102.301053538414,2,3,0,0,0
2015-03-04,4,6.0,5.0,18.0,61,0.0,1503044,65.1707860093035,2,3,0,0,0
2015-03-04,5,6.0,5.0,18.0,61,0.0,1503045,227.526630558065,2,3,0,0,0
2015-03-04,6,6.0,5.0,18.0,61,0.0,1503046,0.0,2,3,0,0,0
2015-03-05,1,7.0,6.625,14.0,-1,0.0,1503051,115.664704258596,3,3,0,0,0
2015-03-05,2,7.0,6.625,14.0,-1,0.0,1503052,275.116919242864,3,3,0,0,0
2015-03-05,3,7.0,6.625,14.0,-1,0.0,1503053,117.287155134629,3,3,0,0,0
2015-03-05,4,7.0,6.625,14.0,-1,0.0,1503054,65.2095428993818,3,3,0,0,0
2015-03-05,5,7.0,6.625,14.0,-1,0.0,1503055,205.059139995828,3,3,0,0,0
2015-03-05,6,7.0,6.625,14.0,-1,0.0,1503056,0.0,3,3,0,0,0
2015-03-06,1,7.0,8.125,12.0,20,0.0,1503061,100.668607215573,4,3,0,0,0
2015-03-06,2,7.0,8.125,12.0,20,0.0,1503062,297.136244722274,4,3,0,0,0
2015-03-06,3,7.0,8.125,12.0,20,0.0,1503063,121.559740836917,4,3,0,0,0
2015-03-06,4,7.0,8.125,12.0,20,0.0,1503064,68.8019764229724,4,3,0,0,0
2015-03-06,5,7.0,8.125,12.0,20,0.0,1503065,238.613238236779,4,3,0,0,0
2015-03-06,6,7.0,8.125,12.0,20,0.0,1503066,0.0,4,3,0,0,0
2015-03-07,1,7.0,10.125,13.0,0,0.0,1503071,106.704697425172,5,3,1,0,0
2015-03-07,2,7.0,10.125,13.0,0,0.0,1503072,371.471472262365,5,3,1,0,0
2015-03-07,3,7.0,10.125,13.0,0,0.0,1503073,116.290165013612,5,3,1,0,0
2015-03-07,4,7.0,10.125,13.0,0,0.0,1503074,104.606853245048,5,3,1,0,0
2015-03-07,5,7.0,10.125,13.0,0,0.0,1503075,262.806831079145,5,3,1,0,0
2015-03-07,6,7.0,10.125,13.0,0,0.0,1503076,0.0,5,3,1,0,0
2015-03-08,1,0.0,14.0,12.0,-1,0.0,1503081,80.654299664346,6,3,1,0,0
2015-03-08,2,0.0,14.0,12.0,-1,0.0,1503082,554.721366656377,6,3,1,0,0
2015-03-08,3,0.0,14.0,12.0,-1,0.0,1503083,177.593434050659,6,3,1,0,0
2015-03-08,4,0.0,14.0,12.0,-1,0.0,1503084,205.57099280524,6,3,1,0,0
2015-03-08,5,0.0,14.0,12.0,-1,0.0,1503085,341.796143879394,6,3,1,0,0
2015-03-08,6,0.0,14.0,12.0,-1,0.0,1503086,0.0,6,3,1,0,0
2015-03-09,1,4.0,8.375,6.0,-1,0.0,1503091,145.517595242024,0,3,0,0,0
2015-03-09,2,4.0,8.375,6.0,-1,0.0,1503092,280.114708230479,0,3,0,0,0
2015-03-09,3,4.0,8.375,6.0,-1,0.0,1503093,80.1311749505893,0,3,0,0,0
2015-03-09,4,4.0,8.375,6.0,-1,0.0,1503094,41.7256099434086,0,3,0,0,0
2015-03-09,5,4.0,8.375,6.0,-1,0.0,1503095,261.326829122549,0,3,0,0,0
2015-03-09,6,4.0,8.375,6.0,-1,0.0,1503096,0.0,0,3,0,0,0
2015-03-10,1,3.0,9.5,13.0,10,0.0,1503101,120.053548888447,1,3,0,0,0
2015-03-10,2,3.0,9.5,13.0,10,0.0,1503102,279.649961183193,1,3,0,0,0
2015-03-10,3,3.0,9.5,13.0,10,0.0,1503103,130.325454800002,1,3,0,0,0
2015-03-10,4,3.0,9.5,13.0,10,0.0,1503104,81.469301222971,1,3,0,0,0
2015-03-10,5,3.0,9.5,13.0,10,0.0,1503105,232.538394821195,1,3,0,0,0
2015-03-10,6,3.0,9.5,13.0,10,0.0,1503106,0.0,1,3,0,0,0
2015-03-11,1,0.0,9.125,12.0,-1,0.0,1503111,77.5925278766144,2,3,0,0,0
2015-03-11,2,0.0,9.125,12.0,-1,0.0,1503112,274.719950167954,2,3,0,0,0
2015-03-11,3,0.0,9.125,12.0,-1,0.0,1503113,102.068111666797,2,3,0,0,0
2015-03-11,4,0.0,9.125,12.0,-1,0.0,1503114,56.4990825988405,2,3,0,0,0
2015-03-11,5,0.0,9.125,12.0,-1,0.0,1503115,223.970103711564,2,3,0,0,0
2015-03-11,6,0.0,9.125,12.0,-1,0.0,1503116,0.0,2,3,0,0,0
2015-03-12,1,0.0,7.125,10.0,0,0.0,1503121,123.321210172569,3,3,0,0,0
2015-03-12,2,0.0,7.125,10.0,0,0.0,1503122,271.057968620896,3,3,0,0,0
2015-03-12,3,0.0,7.125,10.0,0,0.0,1503123,94.0642345732726,3,3,0,0,0
2015-03-12,4,0.0,7.125,10.0,0,0.0,1503124,84.3321888197467,3,3,0,0,0
2015-03-12,5,0.0,7.125,10.0,0,0.0,1503125,210.491995601659,3,3,0,0,0
2015-03-12,6,0.0,7.125,10.0,0,0.0,1503126,0.0,3,3,0,0,0
2015-03-13,1,6.0,4.875,15.0,-1,0.0,1503131,104.09727840711,4,3,0,0,0
2015-03-13,2,6.0,4.875,15.0,-1,0.0,1503132,263.861714656075,4,3,0,0,0
2015-03-13,3,6.0,4.875,15.0,-1,0.0,1503133,100.192312221242,4,3,0,0,0
2015-03-13,4,6.0,4.875,15.0,-1,0.0,1503134,101.349615757381,4,3,0,0,0
2015-03-13,5,6.0,4.875,15.0,-1,0.0,1503135,237.234063735022,4,3,0,0,0
2015-03-13,6,6.0,4.875,15.0,-1,0.0,1503136,0.0,4,3,0,0,0
2015-03-14,1,7.0,5.125,15.0,-1,0.0,1503141,98.2811856068814,5,3,1,0,0
2015-03-14,2,7.0,5.125,15.0,-1,0.0,1503142,360.715430654047,5,3,1,0,0
2015-03-14,3,7.0,5.125,15.0,-1,0.0,1503143,137.39060848102,5,3,1,0,0
2015-03-14,4,7.0,5.125,15.0,-1,0.0,1503144,74.0860398307729,5,3,1,0,0
2015-03-14,5,7.0,5.125,15.0,-1,0.0,1503145,234.545964942322,5,3,1,0,0
2015-03-14,6,7.0,5.125,15.0,-1,0.0,1503146,0.0,5,3,1,0,0
2015-03-15,1,7.0,5.75,13.0,21,0.0,1503151,56.9672232806217,6,3,1,0,0
2015-03-15,2,7.0,5.75,13.0,21,0.0,1503152,461.035577320529,6,3,1,0,0
2015-03-15,3,7.0,5.75,13.0,21,0.0,1503153,119.54516706624,6,3,1,0,0
2015-03-15,4,7.0,5.75,13.0,21,0.0,1503154,130.549602673201,6,3,1,0,0
2015-03-15,5,7.0,5.75,13.0,21,0.0,1503155,278.612403986462,6,3,1,0,0
2015-03-15,6,7.0,5.75,13.0,21,0.0,1503156,0.0,6,3,1,0,0
2015-03-16,1,2.0,8.625,13.0,10,0.0,1503161,136.698666060069,0,3,0,0,0
2015-03-16,2,2.0,8.625,13.0,10,0.0,1503162,269.022901877525,0,3,0,0,0
2015-03-16,3,2.0,8.625,13.0,10,0.0,1503163,104.061780753424,0,3,0,0,0
2015-03-16,4,2.0,8.625,13.0,10,0.0,1503164,82.2767663365038,0,3,0,0,0
2015-03-16,5,2.0,8.625,13.0,10,0.0,1503165,252.212892372443,0,3,0,0,0
2015-03-16,6,2.0,8.625,13.0,10,0.0,1503166,0.0,0,3,0,0,0
2015-03-17,1,1.0,10.75,11.0,5,0.0,1503171,136.644449549369,1,3,0,0,0
2015-03-17,2,1.0,10.75,11.0,5,0.0,1503172,296.541237199908,1,3,0,0,0
2015-03-17,3,1.0,10.75,11.0,5,0.0,1503173,97.6460875999715,1,3,0,0,0
2015-03-17,4,1.0,10.75,11.0,5,0.0,1503174,77.8012596345233,1,3,0,0,0
2015-03-17,5,1.0,10.75,11.0,5,0.0,1503175,300.476490762008,1,3,0,0,0
2015-03-17,6,1.0,10.75,11.0,5,0.0,1503176,0.0,1,3,0,0,0
2015-03-18,1,4.0,10.625,8.0,-1,0.0,1503181,117.213496435657,2,3,0,0,0
2015-03-18,2,4.0,10.625,8.0,-1,0.0,1503182,292.981913276133,2,3,0,0,0
2015-03-18,3,4.0,10.625,8.0,-1,0.0,1503183,108.643986899682,2,3,0,0,0
2015-03-18,4,4.0,10.625,8.0,-1,0.0,1503184,88.7176395035293,2,3,0,0,0
2015-03-18,5,4.0,10.625,8.0,-1,0.0,1503185,319.376884998689,2,3,0,0,0
2015-03-18,6,4.0,10.625,8.0,-1,0.0,1503186,0.0,2,3,0,0,0
2015-03-19,1,0.0,10.375,9.0,0,0.0,1503191,121.351949525045,3,3,0,0,0
